,gap,true_gap
icsd-57906,0.004409492,0.0
icsd-281195,1.5820804,1.72
icsd-172383,4.726878,4.64
icsd-650212,0.004409492,0.0
icsd-154856,0.004409492,0.0
icsd-58202,1.6372125,0.0
icsd-164057,0.004409492,0.0
icsd-638684,2.0414147,0.7
icsd-152606,0.004409492,0.0
icsd-168407,1.4820982,1.3
icsd-261970,3.8456345,5.47
icsd-249647,3.3724449,3.82
icsd-671522,8.567862,8.5
icsd-637315,0.004409492,0.0
icsd-612248,0.004409492,0.0
icsd-44464,0.004409492,0.0
icsd-162277,0.004409492,0.0
icsd-659054,0.004409492,0.0
icsd-409949,0.004409492,0.0
icsd-25346,2.691546,1.6
icsd-81813,1.8178543,1.0699999999999998
icsd-44449,0.004409492,0.0
icsd-417659,0.004409492,0.0
icsd-647594,0.24856324,2.18
icsd-103246,0.004409492,0.0
icsd-42538,0.004409492,0.0
icsd-33714,1.9019327,2.048083333333333
icsd-99193,0.004409492,0.0
icsd-670761,0.35915852,1.4
icsd-280770,3.6702144,3.08
icsd-54492,0.004409492,0.0
icsd-257119,0.09653268,0.75
icsd-162202,0.004409492,0.0
icsd-185875,0.004409492,0.0
icsd-99127,2.6437175,2.06
icsd-411603,2.207267,1.26
icsd-197224,1.9276547,1.9
icsd-165261,0.004409492,0.0
icsd-23809,4.5202737,2.25
icsd-53884,0.004409492,0.0
icsd-170334,1.6197128,2.18
icsd-429441,2.699351,3.25
icsd-202138,0.912881,0.0
icsd-77447,0.004409492,0.0
icsd-670493,5.862356,3.4028090909090905
icsd-79982,0.004409492,0.0
icsd-33239,0.6188515,0.0
icsd-291296,3.978234,3.6
icsd-242178,2.7939334,2.49
icsd-249150,0.004409492,0.0
icsd-630065,0.004409492,0.0
icsd-74878,3.435428,2.5
icsd-58817,0.004409492,0.0
icsd-53646,0.004423782,0.93
icsd-157364,0.004409492,0.0
icsd-242041,0.004409492,0.0
icsd-391354,0.4892261,2.005
icsd-238666,2.9678729,3.12
icsd-429439,3.185821,3.33
icsd-623541,0.004409492,0.0
icsd-42158,1.7408822,0.0
icsd-643237,1.1160761,2.5
icsd-633890,0.004409492,0.0
icsd-411556,2.707008,0.0
icsd-39824,1.9223311,2.3
icsd-76303,0.004409492,0.0
icsd-280286,2.7337966,2.2
icsd-60439,0.32261539,2.1
icsd-260669,0.004409492,0.0
icsd-424080,2.1215465,2.07
icsd-648194,1.5333376,0.0
icsd-183679,1.5650475,0.0
icsd-19005,2.8622012,0.0
icsd-107403,0.004409492,0.0
icsd-73166,0.004409492,0.0
icsd-416983,0.004409492,0.0
icsd-240950,0.004409492,0.0
icsd-108112,0.004409492,0.4
icsd-26473,1.1972437,0.82
icsd-108171,0.004409492,0.0
icsd-261677,2.377269,2.38
icsd-82534,0.9934975,0.0
icsd-92615,3.796387,2.32
icsd-41840,0.004409492,0.0
icsd-103639,0.004409492,0.0
icsd-253228,0.82778794,0.6588888888888889
icsd-174224,0.6543797,1.0
icsd-81658,1.9438965,2.26
icsd-672004,0.004409492,0.0
icsd-35282,1.2105294,1.4533333333333331
icsd-242282,4.006434,3.44
icsd-58084,0.004409492,0.0
icsd-251501,0.3035965,1.4
icsd-648753,1.3012128,0.75
icsd-423471,4.398906,4.13
icsd-107916,2.0940025,1.51
icsd-9389,0.004409492,0.0
icsd-23277,3.4198077,4.45
icsd-55576,0.004409492,0.0
icsd-58159,0.004409492,0.0
icsd-427335,3.3496587,3.64
icsd-671424,0.004409492,0.0
icsd-194091,1.333692,1.6
icsd-159378,7.2981396,7.745000000000001
icsd-652036,0.76321363,0.0
icsd-670731,0.004409492,0.1
icsd-611414,1.6903489,2.12
icsd-52830,0.30903807,0.4969411764705883
icsd-600805,0.99235976,1.02
icsd-644796,2.241672,3.58
icsd-97049,0.004409492,0.0
icsd-81816,1.0002652,1.0
icsd-44068,0.004409492,0.0
icsd-2281,2.1838372,0.0
icsd-671344,3.658332,3.6
icsd-68513,0.004409492,0.0
icsd-631379,1.321477,1.7
icsd-252703,3.2819262,3.62
icsd-672430,4.7124124,6.1
icsd-408697,0.004409492,0.0
icsd-27027,0.004409492,0.0
icsd-99252,0.004411772,0.0
icsd-189385,0.004409492,0.0
icsd-108340,0.004409492,0.0
icsd-56242,0.004409492,0.0
icsd-43059,0.004409492,0.701
icsd-76823,0.004409492,0.0
icsd-637796,2.411897,2.23
icsd-640037,0.017325342,1.9
icsd-637763,0.004409492,0.0
icsd-243760,3.7067432,2.51
icsd-197478,1.725433,1.3
icsd-370004,0.004409492,0.0
icsd-409451,0.004409492,0.0
icsd-52280,4.980207,5.98
icsd-415959,0.81796604,0.0
icsd-236606,7.0794225,9.1425
icsd-174360,0.004409492,0.0
icsd-638947,0.004409492,0.0
icsd-159193,0.004409492,0.0
icsd-95495,3.6921244,4.28
icsd-53119,0.004409492,0.0
icsd-412430,0.004409492,0.0
icsd-614620,0.004409492,0.0
icsd-181985,2.5129974,3.4
icsd-426332,2.6464465,2.48
icsd-671962,0.004409492,1.0725
icsd-23742,0.004409492,0.0
icsd-105804,0.004409492,0.0
icsd-638565,2.477903,1.0
icsd-649354,0.24300547,1.18
icsd-602313,0.004409492,0.0
icsd-424676,2.245158,2.3
icsd-68539,0.004409492,0.0
icsd-104590,0.004409492,0.0
icsd-23462,0.18529852,0.975
icsd-238235,2.5798726,1.42
icsd-651485,1.6051098,2.225
icsd-616242,0.004409492,0.0
icsd-425156,2.0533974,2.51
icsd-57062,0.004409492,0.0
icsd-24186,0.7703747,1.8
icsd-68318,0.004409492,0.0
icsd-57598,0.004409492,0.0
icsd-281504,2.0700908,2.67
icsd-168450,0.004409492,0.0
icsd-105167,0.004409507,0.0
icsd-671385,3.774593,2.89
icsd-98140,1.4312353,2.9
icsd-637830,0.004409492,0.0
icsd-422204,4.156767,3.22
icsd-23501,4.0960584,4.05
icsd-58861,0.004409492,0.0
icsd-65763,6.406697,6.53
icsd-38213,1.1388767,0.0
icsd-168505,3.162261,3.58
icsd-600811,1.27334,1.08
icsd-631338,1.9877782,1.8
icsd-635286,2.3199306,2.88
icsd-239557,1.6341404,2.98
icsd-28066,0.004409492,0.0
icsd-83712,0.6278656,1.95
icsd-25750,1.5517582,3.08
icsd-195746,1.966752,2.2
icsd-262260,2.919659,3.3
icsd-249802,0.004409492,0.0
icsd-201344,2.4850256,2.5865153846153843
icsd-613720,0.004409492,0.0
icsd-166384,0.004409492,0.0
icsd-671102,0.004409492,0.0
icsd-639065,0.004409492,0.0
icsd-262883,2.3407485,2.18
icsd-58350,0.004409492,0.0
icsd-612261,0.004409492,0.0
icsd-106065,0.004409492,0.0
icsd-193572,2.5430567,1.43
icsd-20696,0.004409492,0.0
icsd-183394,3.4093435,2.93
icsd-107319,0.004409492,0.0
icsd-417837,0.004409492,0.0
icsd-650643,0.004409492,0.0
icsd-98508,0.004409492,0.0
icsd-415598,0.004409492,0.0
icsd-635049,2.6744459,2.38
icsd-410566,0.004409492,0.0
icsd-609497,0.004409492,0.0
icsd-18017,7.1988754,7.45
icsd-653286,0.004409492,0.0
icsd-648165,1.6486266,1.6275
icsd-41413,7.645407,9.96
icsd-603766,1.7555323,1.6133333333333333
icsd-43098,1.4093233,1.89
icsd-638587,2.2781076,0.7
icsd-24151,2.4551458,2.12
icsd-162685,0.004409492,0.0
icsd-166513,1.8579972,2.77
icsd-33587,0.2523191,1.45
icsd-638878,0.004409492,0.0
icsd-248938,1.7205528,1.35
icsd-670482,3.0404336,0.0
icsd-281442,2.4709826,1.94
icsd-243456,3.6090987,2.65
icsd-16037,1.8218821,1.0666666666666669
icsd-655219,2.9555392,2.28
icsd-238192,2.1337795,1.6
icsd-180300,0.004409492,1.4
icsd-280311,1.4566163,1.3
icsd-300153,2.9624655,3.0
icsd-174518,2.364949,1.31
icsd-82636,1.1231718,2.0884285714285715
icsd-80043,3.763122,4.99
icsd-44233,0.004409492,0.0
icsd-196909,4.34559,4.9
icsd-411393,0.004409492,0.0
icsd-647461,3.7536025,5.0
icsd-171219,2.9055939,2.4
icsd-410892,0.004409492,0.0
icsd-625095,0.004409492,0.0
icsd-42711,0.004409492,0.0
icsd-167355,2.3818529,3.09
icsd-623417,0.004409492,0.0
icsd-157999,0.004409492,0.0
icsd-602103,0.004409492,0.0
icsd-57119,0.004409492,0.0
icsd-248163,3.4760602,3.14
icsd-251810,0.004409492,0.0
icsd-63174,0.3996272,0.0
icsd-6318,0.004409492,0.0
icsd-170876,0.004602924,0.0
icsd-626604,0.004409492,1.0
icsd-261385,2.3310862,2.41
icsd-670058,2.4496675,2.2
icsd-171239,3.2265291,3.9
icsd-103117,0.004409492,0.0
icsd-56404,0.004409492,0.0
icsd-36009,1.1845925,1.4
icsd-642725,1.5952414,1.4
icsd-150569,0.004409492,0.0
icsd-30789,3.0181434,2.26
icsd-657340,0.90441734,1.15
icsd-613106,0.004409492,0.0
icsd-427977,2.59205,2.6
icsd-54365,0.004409492,0.0
icsd-84610,0.004409492,0.0
icsd-164882,4.1560545,4.59
icsd-107845,0.004409492,0.0
icsd-430627,2.217631,1.615
icsd-248164,3.8288186,2.79
icsd-43248,0.004409492,0.0
icsd-414478,0.004409492,0.0
icsd-174519,3.275802,1.5
icsd-622188,0.004409492,0.0
icsd-46020,2.8962717,3.057
icsd-409869,0.004409492,0.0
icsd-415944,0.004409492,0.23
icsd-25782,4.644861,4.47
icsd-95093,0.85986316,0.71
icsd-44128,0.23520944,0.59
icsd-106129,0.004409492,0.0
icsd-78984,0.004409492,0.0
icsd-90388,2.625719,0.0
icsd-239646,0.004409492,0.0
icsd-616450,0.004409492,0.0
icsd-10293,0.004409492,0.0
icsd-262889,1.8809811,2.2
icsd-637166,3.2893424,3.05
icsd-87158,0.004409492,0.0
icsd-600818,1.7403094,1.2063636363636363
icsd-430092,1.8163997,1.7
icsd-54246,0.004409492,0.0
icsd-627202,0.004409492,0.0
icsd-31861,3.5400715,2.45
icsd-636602,0.004409492,0.0
icsd-185970,1.9449089,3.455
icsd-615944,0.004409492,0.0
icsd-643093,0.004409492,0.0
icsd-44706,0.51099694,0.7634615384615385
icsd-44423,0.004409492,0.0
icsd-625370,0.004409492,0.0
